order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1261384,52,prior,3,1,10,7.0
2100631,52,prior,4,1,11,7.0
580568,52,prior,5,2,10,8.0
1680554,52,prior,6,1,13,6.0
2428073,52,prior,7,2,07,8.0
1551977,52,prior,8,1,10,6.0
342306,52,prior,9,1,11,7.0
1520353,52,prior,10,2,10,8.0
2542086,52,prior,11,2,09,7.0
944694,52,prior,12,1,16,6.0
2906390,52,prior,13,1,10,7.0
1838593,52,prior,14,1,13,7.0
1268191,52,prior,15,2,11,8.0
2331002,52,prior,16,3,11,8.0
1122089,52,prior,17,2,10,6.0
1498922,52,prior,18,2,10,14.0
180919,52,prior,19,3,08,8.0
3146572,52,prior,20,1,13,5.0
2695875,52,prior,21,5,10,30.0
1307894,52,prior,22,1,09,10.0
1856103,52,prior,23,1,13,7.0
1030102,52,prior,24,2,09,8.0
3306717,52,prior,25,1,10,13.0
2127348,52,prior,26,5,13,18.0
1588305,52,prior,27,1,08,10.0
1647290,52,train,28,4,16,3.0
3364570,53,prior,1,5,19,
2239092,53,prior,2,1,17,17.0
227361,53,prior,3,3,15,16.0
3088145,53,train,4,2,10,13.0
79015,54,prior,1,2,19,
1546110,54,prior,2,0,22,5.0
3337837,54,prior,3,4,18,11.0
2548338,54,prior,4,1,19,4.0
1514655,54,prior,5,6,16,5.0
142873,54,prior,6,1,07,9.0
2008078,54,prior,7,6,13,5.0
631226,54,prior,8,5,16,13.0
3121842,54,prior,9,4,10,20.0
2205320,54,prior,10,2,09,5.0
862838,54,prior,11,4,12,2.0
881725,54,prior,12,5,09,8.0
939629,54,prior,13,0,11,2.0
638726,54,prior,14,0,11,7.0
1182951,54,prior,15,5,12,12.0
378070,54,prior,16,1,12,3.0
1376661,54,prior,17,6,13,12.0
3084020,54,prior,18,1,11,9.0
2326857,54,prior,19,6,11,12.0
905479,54,prior,20,3,10,4.0
1321441,54,prior,21,4,00,1.0
640014,54,prior,22,6,10,2.0
2983519,54,prior,23,5,14,13.0
311292,54,prior,24,6,12,1.0
2917598,54,prior,25,6,12,7.0
2045952,54,prior,26,0,11,1.0
2916715,54,prior,27,3,00,3.0
3135095,54,prior,28,4,16,1.0
51418,54,prior,29,4,23,0.0
2143390,54,prior,30,3,11,6.0
3167855,54,prior,31,4,10,1.0
1339168,54,prior,32,6,11,2.0
1630627,54,prior,33,1,01,2.0
2413026,54,prior,34,0,09,13.0
2648531,54,prior,35,1,11,1.0
3184864,54,prior,36,5,10,4.0
3249202,54,prior,37,6,12,1.0
3336359,54,prior,38,6,14,7.0
3066373,54,prior,39,6,20,0.0
1840067,54,prior,40,3,20,4.0
1893574,54,prior,41,6,09,3.0
2861721,54,prior,42,1,09,2.0
159678,54,prior,43,4,08,3.0
3270096,54,prior,44,3,19,6.0
2960216,54,prior,45,4,18,1.0
2058687,54,prior,46,2,15,5.0
3290450,54,prior,47,0,22,5.0
1902195,54,prior,48,4,09,4.0
2018396,54,prior,49,6,14,2.0
1794598,54,prior,50,0,22,1.0
1102893,54,prior,51,2,23,2.0
1162211,54,prior,52,4,11,2.0
3201675,54,prior,53,5,11,1.0
1598289,54,prior,54,6,11,8.0
1683909,54,prior,55,3,11,18.0
692802,54,prior,56,4,09,1.0
3137144,54,prior,57,6,17,2.0
1967453,54,prior,58,6,21,7.0
899785,54,prior,59,4,08,5.0
3370941,54,prior,60,6,23,2.0
1433019,54,prior,61,3,12,4.0
910390,54,prior,62,2,10,6.0
2340803,54,prior,63,4,08,2.0
2101107,54,prior,64,1,13,4.0
1000935,54,prior,65,4,11,10.0
100777,54,prior,66,4,11,7.0
3147262,54,prior,67,4,13,0.0
496907,54,prior,68,1,11,4.0
1107137,54,prior,69,5,15,4.0
1743688,54,prior,70,1,15,3.0
1404810,54,prior,71,4,10,3.0
865967,54,prior,72,1,13,4.0
1456703,54,prior,73,2,23,1.0
3161832,54,prior,74,4,13,2.0
75972,54,prior,75,6,12,2.0
2004727,54,prior,76,0,10,8.0
596690,54,prior,77,1,11,1.0
1325316,54,test,78,2,23,1.0
2080943,55,prior,1,0,14,
2006658,55,prior,2,2,17,9.0
3057843,55,prior,3,2,07,28.0
3114269,55,prior,4,1,13,13.0
2986671,55,prior,5,2,15,15.0
1677021,55,prior,6,2,13,28.0
2206148,55,prior,7,1,13,13.0
39325,55,train,8,2,18,30.0
2654273,56,prior,1,1,17,
807593,56,prior,2,1,08,7.0
2511442,56,prior,3,4,18,3.0
1909697,56,prior,4,1,11,4.0
1507154,56,prior,5,0,09,6.0
1271686,56,prior,6,1,18,8.0
976101,56,prior,7,2,11,8.0
758679,56,prior,8,0,16,5.0
1221340,56,prior,9,1,08,8.0
1327957,56,prior,10,2,10,8.0
2139271,56,prior,11,1,08,13.0
1836190,56,prior,12,2,09,8.0
13318,56,train,13,1,09,6.0
1381572,57,prior,1,6,10,
1435093,57,prior,2,4,11,5.0
1456958,57,prior,3,3,17,6.0
48293,57,prior,4,5,07,9.0
2047997,57,prior,5,5,15,7.0
1623693,57,prior,6,4,21,13.0
435581,57,prior,7,2,10,12.0
463436,57,prior,8,4,01,9.0
1545777,57,prior,9,3,22,6.0
2380545,57,prior,10,6,06,10.0
839442,57,prior,11,2,07,3.0
949025,57,prior,12,6,11,4.0
1775331,57,prior,13,3,10,11.0
2676852,57,prior,14,6,05,10.0
320326,57,test,15,0,07,8.0
913794,58,prior,1,4,14,
692224,58,prior,2,0,10,3.0
714002,58,prior,3,6,15,13.0
1578027,58,prior,4,0,17,1.0
164627,58,prior,5,0,07,7.0
3097573,58,prior,6,4,18,4.0
1089058,58,prior,7,0,09,3.0
326173,58,prior,8,2,10,9.0
1867561,58,prior,9,3,10,15.0
2143792,58,prior,10,3,11,7.0
139882,58,prior,11,5,09,9.0
2830335,58,prior,12,0,13,16.0
2023100,58,prior,13,0,12,7.0
2144995,58,prior,14,5,12,30.0
1976929,58,prior,15,4,21,6.0
2128599,58,test,16,4,12,7.0
584586,59,prior,1,5,15,
1385031,59,prior,2,1,10,24.0
2149689,59,prior,3,0,10,6.0
3050891,59,prior,4,2,12,2.0
2395967,59,prior,5,3,09,15.0
1071381,59,prior,6,2,10,20.0
2756878,59,prior,7,2,11,14.0
2994801,59,prior,8,3,11,29.0
1794276,59,prior,9,0,21,30.0
1625716,59,prior,10,4,08,11.0
1651215,59,train,11,0,12,10.0
2769226,60,prior,1,0,20,
1205618,60,prior,2,5,14,26.0
291527,60,prior,3,2,13,11.0
1783260,60,prior,4,2,11,28.0
3224056,60,prior,5,5,15,24.0
989260,60,prior,6,2,14,25.0
2132947,60,prior,7,5,18,30.0
1597833,60,prior,8,1,11,30.0
1099519,60,test,9,4,22,30.0
817409,61,prior,1,2,11,
1839867,61,prior,2,5,10,30.0
3160844,61,prior,3,5,15,14.0
1713067,61,prior,4,1,09,30.0
144494,61,test,5,4,10,17.0
2887267,62,prior,1,1,00,
964058,62,prior,2,4,10,10.0
2163945,62,prior,3,6,11,30.0
3349827,62,prior,4,0,13,15.0
1376443,62,prior,5,4,20,4.0
2655621,62,prior,6,4,14,14.0
1275664,62,prior,7,1,14,18.0
1812321,62,prior,8,4,13,30.0
2512030,62,prior,9,4,14,14.0
479208,62,prior,10,1,12,4.0
1019719,62,train,11,2,12,29.0
2205298,63,prior,1,3,20,
2568280,63,prior,2,0,09,11.0
1763414,63,prior,3,4,14,11.0
3092533,63,prior,4,0,11,24.0
414538,63,prior,5,1,10,8.0
1538989,63,prior,6,6,14,12.0
3077044,63,prior,7,1,14,9.0
2644515,63,prior,8,2,19,15.0
495013,63,prior,9,0,10,26.0
973757,63,prior,10,2,14,2.0
1225619,63,prior,11,0,07,5.0
863243,63,prior,12,6,13,6.0
226861,63,prior,13,6,14,7.0
107377,63,prior,14,6,08,7.0
2286777,63,prior,15,5,12,6.0
390867,63,prior,16,3,15,5.0
3140578,63,prior,17,1,11,19.0
561303,63,prior,18,5,12,4.0
1023723,63,prior,19,3,16,5.0
2104282,63,prior,20,3,14,7.0
2838026,63,prior,21,5,09,2.0
1764004,63,prior,22,3,14,5.0
3028801,63,prior,23,3,12,7.0
2793873,63,prior,24,6,13,3.0
2158097,63,prior,25,0,05,8.0
1580628,63,prior,26,5,17,5.0
383458,63,prior,27,2,11,11.0
97480,63,prior,28,4,08,9.0
3301134,63,prior,29,1,18,11.0
2352518,63,prior,30,5,12,4.0
1128333,63,prior,31,2,17,4.0
1023454,63,prior,32,1,13,6.0
586227,63,prior,33,3,12,9.0
77449,63,prior,34,1,12,12.0
1816750,63,prior,35,1,12,14.0
2190355,63,prior,36,1,12,14.0
2617055,63,prior,37,6,09,12.0
1223316,63,prior,38,1,14,9.0
443742,63,prior,39,0,11,13.0
2989905,63,train,40,6,08,13.0
802141,64,prior,1,2,14,
2601258,64,prior,2,6,10,11.0
2057180,64,prior,3,1,22,2.0
2507322,64,prior,4,6,17,12.0
33681,64,prior,5,5,00,6.0
629726,64,prior,6,3,20,19.0
2302602,64,prior,7,5,20,9.0
3215917,64,prior,8,6,17,15.0
2754807,64,prior,9,6,15,7.0
3129760,64,prior,10,1,10,9.0
2639013,64,train,11,0,13,27.0
